name,url,variant,regular_price,sale_price,scraped_at
THYME GROUND,https://justingredients.co.uk/products/thyme-ground?_pos=41&_sid=850c5f5b3&_ss=r,1kg,£22.21,£22.21,2025-07-27T18:56:37.398144
CATNIP,https://justingredients.co.uk/products/catnip?_pos=42&_sid=850c5f5b3&_ss=r,100g,£8.87,£6.65,2025-07-27T18:56:39.736968
CATNIP,https://justingredients.co.uk/products/catnip?_pos=42&_sid=850c5f5b3&_ss=r,250g,£18.53,£18.53,2025-07-27T18:56:39.761371
CATNIP,https://justingredients.co.uk/products/catnip?_pos=42&_sid=850c5f5b3&_ss=r,500g,£33.40,£33.40,2025-07-27T18:56:39.785424
VALERIAN ROOT POWDER,https://justingredients.co.uk/products/valerian-root-powder?_pos=43&_sid=850c5f5b3&_ss=r,1kg,£96.10,£96.10,2025-07-27T18:56:42.169611
THYME,https://justingredients.co.uk/products/thyme?_pos=44&_sid=850c5f5b3&_ss=r,100g,£3.06,£2.30,2025-07-27T18:56:44.559381
THYME,https://justingredients.co.uk/products/thyme?_pos=44&_sid=850c5f5b3&_ss=r,250g,£5.13,£5.13,2025-07-27T18:56:44.583504
THYME,https://justingredients.co.uk/products/thyme?_pos=44&_sid=850c5f5b3&_ss=r,500g,£9.02,£9.02,2025-07-27T18:56:44.609777
THYME,https://justingredients.co.uk/products/thyme?_pos=44&_sid=850c5f5b3&_ss=r,1kg,£15.70,£15.70,2025-07-27T18:56:44.634998
BAYLEAVES CUT,https://justingredients.co.uk/products/bayleaves-cut?_pos=45&_sid=850c5f5b3&_ss=r,100g,£4.42,£3.32,2025-07-27T18:56:46.947260
BAYLEAVES CUT,https://justingredients.co.uk/products/bayleaves-cut?_pos=45&_sid=850c5f5b3&_ss=r,250g,£8.93,£8.93,2025-07-27T18:56:46.971920
BAYLEAVES CUT,https://justingredients.co.uk/products/bayleaves-cut?_pos=45&_sid=850c5f5b3&_ss=r,500g,£15.93,£15.93,2025-07-27T18:56:46.997405
BAYLEAVES CUT,https://justingredients.co.uk/products/bayleaves-cut?_pos=45&_sid=850c5f5b3&_ss=r,1kg,£28.15,£28.15,2025-07-27T18:56:47.023046
ORGANIC THYME GROUND,https://justingredients.co.uk/products/organic-thyme-ground?_pos=46&_sid=850c5f5b3&_ss=r,250g,£11.81,£11.81,2025-07-27T18:56:49.321841
ORGANIC THYME GROUND,https://justingredients.co.uk/products/organic-thyme-ground?_pos=46&_sid=850c5f5b3&_ss=r,500g,£21.16,£21.16,2025-07-27T18:56:49.346523
ORGANIC THYME GROUND,https://justingredients.co.uk/products/organic-thyme-ground?_pos=46&_sid=850c5f5b3&_ss=r,1kg,£37.62,£37.62,2025-07-27T18:56:49.371737
BOLDO LEAVES,https://justingredients.co.uk/products/boldo-leaves?_pos=47&_sid=850c5f5b3&_ss=r,250g,£19.36,£19.36,2025-07-27T18:56:51.771893
BOLDO LEAVES,https://justingredients.co.uk/products/boldo-leaves?_pos=47&_sid=850c5f5b3&_ss=r,500g,£34.92,£34.92,2025-07-27T18:56:51.802992
ASHWAGANDHA ROOT CUT,https://justingredients.co.uk/products/ashwagandha-root-cut?_pos=48&_sid=850c5f5b3&_ss=r,100g,£9.84,£9.84,2025-07-27T18:56:54.255848
ASHWAGANDHA ROOT CUT,https://justingredients.co.uk/products/ashwagandha-root-cut?_pos=48&_sid=850c5f5b3&_ss=r,250g,£28.09,£28.09,2025-07-27T18:56:54.279840
ASHWAGANDHA ROOT CUT,https://justingredients.co.uk/products/ashwagandha-root-cut?_pos=48&_sid=850c5f5b3&_ss=r,500g,£51.07,£51.07,2025-07-27T18:56:54.306097
ASHWAGANDHA ROOT CUT,https://justingredients.co.uk/products/ashwagandha-root-cut?_pos=48&_sid=850c5f5b3&_ss=r,1kg,£92.10,£92.10,2025-07-27T18:56:54.334763
BALTI CURRY POWDER,https://justingredients.co.uk/products/balti-curry-powder?_pos=49&_sid=850c5f5b3&_ss=r,100g,£4.12,£3.09,2025-07-27T18:56:56.743378
BALTI CURRY POWDER,https://justingredients.co.uk/products/balti-curry-powder?_pos=49&_sid=850c5f5b3&_ss=r,250g,£8.26,£8.26,2025-07-27T18:56:56.767696
BALTI CURRY POWDER,https://justingredients.co.uk/products/balti-curry-powder?_pos=49&_sid=850c5f5b3&_ss=r,500g,£14.69,£14.69,2025-07-27T18:56:56.791779
MARSHMALLOW LEAVES,https://justingredients.co.uk/products/marshmallow-leaves?_pos=50&_sid=850c5f5b3&_ss=r,100g,£5.38,£4.04,2025-07-27T18:56:59.346172
MARSHMALLOW LEAVES,https://justingredients.co.uk/products/marshmallow-leaves?_pos=50&_sid=850c5f5b3&_ss=r,250g,£10.86,£10.86,2025-07-27T18:56:59.373498
CHIVES,https://justingredients.co.uk/products/chives?_pos=51&_sid=850c5f5b3&_ss=r,100g,£6.04,£4.53,2025-07-27T18:57:01.777197
CHIVES,https://justingredients.co.uk/products/chives?_pos=51&_sid=850c5f5b3&_ss=r,250g,£12.57,£12.57,2025-07-27T18:57:01.803641
CHIVES,https://justingredients.co.uk/products/chives?_pos=51&_sid=850c5f5b3&_ss=r,500g,£22.59,£22.59,2025-07-27T18:57:01.829266
CHIVES,https://justingredients.co.uk/products/chives?_pos=51&_sid=850c5f5b3&_ss=r,1kg,£40.31,£40.31,2025-07-27T18:57:01.854075
ASHWAGANDHA ROOT POWDER,https://justingredients.co.uk/products/ashwagandha-root-powder?_pos=52&_sid=850c5f5b3&_ss=r,100g,£16.13,£12.10,2025-07-27T18:57:04.156543
ASHWAGANDHA ROOT POWDER,https://justingredients.co.uk/products/ashwagandha-root-powder?_pos=52&_sid=850c5f5b3&_ss=r,250g,£34.69,£34.69,2025-07-27T18:57:04.183623
ASHWAGANDHA ROOT POWDER,https://justingredients.co.uk/products/ashwagandha-root-powder?_pos=52&_sid=850c5f5b3&_ss=r,500g,£63.13,£63.13,2025-07-27T18:57:04.212272
ASHWAGANDHA ROOT POWDER,https://justingredients.co.uk/products/ashwagandha-root-powder?_pos=52&_sid=850c5f5b3&_ss=r,1kg,£113.93,£113.93,2025-07-27T18:57:04.250018
GROUND BAYLEAVES,https://justingredients.co.uk/products/ground-bayleaves?_pos=53&_sid=850c5f5b3&_ss=r,100g,£4.33,£3.25,2025-07-27T18:57:06.565766
GROUND BAYLEAVES,https://justingredients.co.uk/products/ground-bayleaves?_pos=53&_sid=850c5f5b3&_ss=r,250g,£8.72,£8.72,2025-07-27T18:57:06.594008
GROUND BAYLEAVES,https://justingredients.co.uk/products/ground-bayleaves?_pos=53&_sid=850c5f5b3&_ss=r,1kg,£27.45,£27.45,2025-07-27T18:57:06.624364
DAMIANA,https://justingredients.co.uk/products/damiana?_pos=54&_sid=850c5f5b3&_ss=r,100g,£8.22,£8.22,2025-07-27T18:57:08.941064
DAMIANA,https://justingredients.co.uk/products/damiana?_pos=54&_sid=850c5f5b3&_ss=r,250g,£23.24,£23.24,2025-07-27T18:57:08.964775
HORSETAIL,https://justingredients.co.uk/products/horsetail?_pos=55&_sid=850c5f5b3&_ss=r,100g,£8.18,£8.18,2025-07-27T18:57:11.263015
HORSETAIL,https://justingredients.co.uk/products/horsetail?_pos=55&_sid=850c5f5b3&_ss=r,250g,£23.12,£23.12,2025-07-27T18:57:11.287545
CHICKWEED,https://justingredients.co.uk/products/chickweed?_pos=56&_sid=850c5f5b3&_ss=r,100g,£7.91,£5.93,2025-07-27T18:57:13.594931
CHICKWEED,https://justingredients.co.uk/products/chickweed?_pos=56&_sid=850c5f5b3&_ss=r,250g,£16.36,£16.36,2025-07-27T18:57:13.618871
CHICKWEED,https://justingredients.co.uk/products/chickweed?_pos=56&_sid=850c5f5b3&_ss=r,500g,£29.45,£29.45,2025-07-27T18:57:13.644265
CHICKWEED,https://justingredients.co.uk/products/chickweed?_pos=56&_sid=850c5f5b3&_ss=r,1kg,£52.54,£52.54,2025-07-27T18:57:13.669961
LEMON BALM (MELISSA),https://justingredients.co.uk/products/lemon-balm-melissa?_pos=57&_sid=850c5f5b3&_ss=r,100g,£7.11,£5.33,2025-07-27T18:57:16.152064
LEMON BALM (MELISSA),https://justingredients.co.uk/products/lemon-balm-melissa?_pos=57&_sid=850c5f5b3&_ss=r,250g,£14.79,£14.79,2025-07-27T18:57:16.185341
LEMON BALM (MELISSA),https://justingredients.co.uk/products/lemon-balm-melissa?_pos=57&_sid=850c5f5b3&_ss=r,500g,£26.66,£26.66,2025-07-27T18:57:16.211844
LEMON BALM (MELISSA),https://justingredients.co.uk/products/lemon-balm-melissa?_pos=57&_sid=850c5f5b3&_ss=r,1kg,£47.67,£47.67,2025-07-27T18:57:16.237520
ARROWROOT,https://justingredients.co.uk/products/arrowroot?_pos=58&_sid=850c5f5b3&_ss=r,100g,£4.53,£3.40,2025-07-27T18:57:18.528917
ARROWROOT,https://justingredients.co.uk/products/arrowroot?_pos=58&_sid=850c5f5b3&_ss=r,250g,£4.85,£4.85,2025-07-27T18:57:18.553747
ARROWROOT,https://justingredients.co.uk/products/arrowroot?_pos=58&_sid=850c5f5b3&_ss=r,500g,£6.53,£6.53,2025-07-27T18:57:18.579350
ARROWROOT,https://justingredients.co.uk/products/arrowroot?_pos=58&_sid=850c5f5b3&_ss=r,1kg,£10.55,£10.55,2025-07-27T18:57:18.607283
MEAT RUB,https://justingredients.co.uk/products/meat-rub?_pos=59&_sid=850c5f5b3&_ss=r,100g,£3.54,£2.66,2025-07-27T18:57:20.921110
MEAT RUB,https://justingredients.co.uk/products/meat-rub?_pos=59&_sid=850c5f5b3&_ss=r,250g,£6.95,£6.95,2025-07-27T18:57:20.948640
ORGANIC CHIVES,https://justingredients.co.uk/products/organic-chives?_pos=60&_sid=850c5f5b3&_ss=r,100g,£9.80,£7.35,2025-07-27T18:57:23.239873
ORGANIC CHIVES,https://justingredients.co.uk/products/organic-chives?_pos=60&_sid=850c5f5b3&_ss=r,250g,£20.99,£20.99,2025-07-27T18:57:23.266069
ORGANIC CHIVES,https://justingredients.co.uk/products/organic-chives?_pos=60&_sid=850c5f5b3&_ss=r,1kg,£68.33,£68.33,2025-07-27T18:57:23.295638
LOVAGE ROOT,https://justingredients.co.uk/products/lovage-root?_pos=61&_sid=850c5f5b3&_ss=r,250g,£17.75,£17.75,2025-07-27T18:57:25.579837
LOVAGE ROOT,https://justingredients.co.uk/products/lovage-root?_pos=61&_sid=850c5f5b3&_ss=r,500g,£31.99,£31.99,2025-07-27T18:57:25.605731
LOVAGE ROOT,https://justingredients.co.uk/products/lovage-root?_pos=61&_sid=850c5f5b3&_ss=r,1kg,£57.20,£57.20,2025-07-27T18:57:25.629305
GELATINE CAPSULES SIZE 00,https://justingredients.co.uk/products/gelatine-capsules-00g?_pos=62&_sid=850c5f5b3&_ss=r,1000,£19.43,£19.43,2025-07-27T18:57:27.925701
MINT (SPEARMINT),https://justingredients.co.uk/products/mint?_pos=63&_sid=850c5f5b3&_ss=r,100g,£4.15,£3.11,2025-07-27T18:57:30.266319
MINT (SPEARMINT),https://justingredients.co.uk/products/mint?_pos=63&_sid=850c5f5b3&_ss=r,250g,£5.51,£5.51,2025-07-27T18:57:30.292083
MINT (SPEARMINT),https://justingredients.co.uk/products/mint?_pos=63&_sid=850c5f5b3&_ss=r,500g,£9.45,£9.45,2025-07-27T18:57:30.316286
MINT (SPEARMINT),https://justingredients.co.uk/products/mint?_pos=63&_sid=850c5f5b3&_ss=r,1kg,£16.02,£16.02,2025-07-27T18:57:30.343984
AGNUS CASTUS POWDER,https://justingredients.co.uk/products/agnus-castus-powder?_pos=64&_sid=850c5f5b3&_ss=r,100g,£5.05,£3.79,2025-07-27T18:57:32.680890
AGNUS CASTUS POWDER,https://justingredients.co.uk/products/agnus-castus-powder?_pos=64&_sid=850c5f5b3&_ss=r,250g,£9.88,£9.88,2025-07-27T18:57:32.707624
AGNUS CASTUS POWDER,https://justingredients.co.uk/products/agnus-castus-powder?_pos=64&_sid=850c5f5b3&_ss=r,500g,£17.48,£17.48,2025-07-27T18:57:32.732262
AGNUS CASTUS POWDER,https://justingredients.co.uk/products/agnus-castus-powder?_pos=64&_sid=850c5f5b3&_ss=r,1kg,£30.67,£30.67,2025-07-27T18:57:32.757711
CITRONELLA ESSENTIAL OIL,https://justingredients.co.uk/products/citronella-oil?_pos=65&_sid=850c5f5b3&_ss=r,10ml,£3.70,£3.70,2025-07-27T18:57:35.023025
ANGELICA ROOT CUT,https://justingredients.co.uk/products/angelica-root-cut?_pos=66&_sid=850c5f5b3&_ss=r,100g,£8.90,£8.90,2025-07-27T18:57:37.315482
ANGELICA ROOT CUT,https://justingredients.co.uk/products/angelica-root-cut?_pos=66&_sid=850c5f5b3&_ss=r,250g,£25.32,£25.32,2025-07-27T18:57:37.346724
ANGELICA ROOT CUT,https://justingredients.co.uk/products/angelica-root-cut?_pos=66&_sid=850c5f5b3&_ss=r,500g,£45.91,£45.91,2025-07-27T18:57:37.372624
ANGELICA ROOT CUT,https://justingredients.co.uk/products/angelica-root-cut?_pos=66&_sid=850c5f5b3&_ss=r,1kg,£82.67,£82.67,2025-07-27T18:57:37.399588
SENNA PODS,https://justingredients.co.uk/products/senna-pods?_pos=67&_sid=850c5f5b3&_ss=r,100g,£5.22,£3.91,2025-07-27T18:57:39.748946
SENNA PODS,https://justingredients.co.uk/products/senna-pods?_pos=67&_sid=850c5f5b3&_ss=r,250g,£7.51,£7.51,2025-07-27T18:57:39.776093
SENNA PODS,https://justingredients.co.uk/products/senna-pods?_pos=67&_sid=850c5f5b3&_ss=r,500g,£13.10,£13.10,2025-07-27T18:57:39.801314
SENNA PODS,https://justingredients.co.uk/products/senna-pods?_pos=67&_sid=850c5f5b3&_ss=r,1kg,£22.66,£22.66,2025-07-27T18:57:39.827677
DANDELION ROOT,https://justingredients.co.uk/products/dandelion-root?_pos=68&_sid=850c5f5b3&_ss=r,100g,£6.37,£4.78,2025-07-27T18:57:42.520589
DANDELION ROOT,https://justingredients.co.uk/products/dandelion-root?_pos=68&_sid=850c5f5b3&_ss=r,250g,£12.85,£12.85,2025-07-27T18:57:42.545432
DANDELION ROOT,https://justingredients.co.uk/products/dandelion-root?_pos=68&_sid=850c5f5b3&_ss=r,500g,£22.96,£22.96,2025-07-27T18:57:42.571094
DANDELION ROOT,https://justingredients.co.uk/products/dandelion-root?_pos=68&_sid=850c5f5b3&_ss=r,1kg,£40.66,£40.66,2025-07-27T18:57:42.596964
BURDOCK ROOT,https://justingredients.co.uk/products/burdock-root?_pos=69&_sid=850c5f5b3&_ss=r,100g,£4.76,£3.58,2025-07-27T18:57:44.927849
BURDOCK ROOT,https://justingredients.co.uk/products/burdock-root?_pos=69&_sid=850c5f5b3&_ss=r,250g,£9.22,£9.22,2025-07-27T18:57:44.954070
BURDOCK ROOT,https://justingredients.co.uk/products/burdock-root?_pos=69&_sid=850c5f5b3&_ss=r,500g,£16.26,£16.26,2025-07-27T18:57:44.981270
BURDOCK ROOT,https://justingredients.co.uk/products/burdock-root?_pos=69&_sid=850c5f5b3&_ss=r,1kg,£28.44,£28.44,2025-07-27T18:57:45.007928
HIBISCUS FLOWERS WHOLE,https://justingredients.co.uk/products/hibiscus-flowers-whole?_pos=70&_sid=850c5f5b3&_ss=r,100g,£3.78,£2.84,2025-07-27T18:57:47.364456
HIBISCUS FLOWERS WHOLE,https://justingredients.co.uk/products/hibiscus-flowers-whole?_pos=70&_sid=850c5f5b3&_ss=r,250g,£7.23,£7.23,2025-07-27T18:57:47.388903
HIBISCUS FLOWERS WHOLE,https://justingredients.co.uk/products/hibiscus-flowers-whole?_pos=70&_sid=850c5f5b3&_ss=r,500g,£12.83,£12.83,2025-07-27T18:57:47.412446
HIBISCUS FLOWERS WHOLE,https://justingredients.co.uk/products/hibiscus-flowers-whole?_pos=70&_sid=850c5f5b3&_ss=r,1kg,£22.62,£22.62,2025-07-27T18:57:47.436645
MOUNTAIN ASH BERRIES (ROWAN),https://justingredients.co.uk/products/mountain-ash-berries-rowan?_pos=71&_sid=850c5f5b3&_ss=r,100g,£6.43,£4.82,2025-07-27T18:57:49.729772
MOUNTAIN ASH BERRIES (ROWAN),https://justingredients.co.uk/products/mountain-ash-berries-rowan?_pos=71&_sid=850c5f5b3&_ss=r,250g,£12.96,£12.96,2025-07-27T18:57:49.755331
MOUNTAIN ASH BERRIES (ROWAN),https://justingredients.co.uk/products/mountain-ash-berries-rowan?_pos=71&_sid=850c5f5b3&_ss=r,1kg,£41.05,£41.05,2025-07-27T18:57:49.781994
RED CLOVER FLOWERS,https://justingredients.co.uk/products/red-clover-flowers?_pos=72&_sid=850c5f5b3&_ss=r,100g,£9.37,£9.37,2025-07-27T18:57:52.230901
RED CLOVER FLOWERS,https://justingredients.co.uk/products/red-clover-flowers?_pos=72&_sid=850c5f5b3&_ss=r,250g,£26.72,£26.72,2025-07-27T18:57:52.256441
RED CLOVER FLOWERS,https://justingredients.co.uk/products/red-clover-flowers?_pos=72&_sid=850c5f5b3&_ss=r,500g,£48.54,£48.54,2025-07-27T18:57:52.280143
FENUGREEK GROUND,https://justingredients.co.uk/products/fenugreek-ground?_pos=73&_sid=850c5f5b3&_ss=r,100g,£3.52,£2.64,2025-07-27T18:57:54.590691
FENUGREEK GROUND,https://justingredients.co.uk/products/fenugreek-ground?_pos=73&_sid=850c5f5b3&_ss=r,250g,£5.15,£5.15,2025-07-27T18:57:54.615941
FENUGREEK GROUND,https://justingredients.co.uk/products/fenugreek-ground?_pos=73&_sid=850c5f5b3&_ss=r,500g,£8.99,£8.99,2025-07-27T18:57:54.641050
FENUGREEK GROUND,https://justingredients.co.uk/products/fenugreek-ground?_pos=73&_sid=850c5f5b3&_ss=r,1kg,£15.50,£15.50,2025-07-27T18:57:54.665721
LEMON VERBENA,https://justingredients.co.uk/products/lemon-verbena?_pos=74&_sid=850c5f5b3&_ss=r,100g,£5.75,£4.31,2025-07-27T18:57:57.000717
LEMON VERBENA,https://justingredients.co.uk/products/lemon-verbena?_pos=74&_sid=850c5f5b3&_ss=r,250g,£11.71,£11.71,2025-07-27T18:57:57.026060
LEMON VERBENA,https://justingredients.co.uk/products/lemon-verbena?_pos=74&_sid=850c5f5b3&_ss=r,500g,£20.97,£20.97,2025-07-27T18:57:57.050511
NEEM LEAVES,https://justingredients.co.uk/products/neem-leaves?_pos=75&_sid=850c5f5b3&_ss=r,100g,£6.11,£4.58,2025-07-27T18:57:59.364800
NEEM LEAVES,https://justingredients.co.uk/products/neem-leaves?_pos=75&_sid=850c5f5b3&_ss=r,250g,£12.01,£12.01,2025-07-27T18:57:59.392498
NEEM LEAVES,https://justingredients.co.uk/products/neem-leaves?_pos=75&_sid=850c5f5b3&_ss=r,500g,£21.30,£21.30,2025-07-27T18:57:59.417210
NEEM LEAVES,https://justingredients.co.uk/products/neem-leaves?_pos=75&_sid=850c5f5b3&_ss=r,1kg,£37.46,£37.46,2025-07-27T18:57:59.442698
HAWTHORN BERRIES,https://justingredients.co.uk/products/hawthorn-berries?_pos=76&_sid=850c5f5b3&_ss=r,100g,£4.90,£3.67,2025-07-27T18:58:01.760028
HAWTHORN BERRIES,https://justingredients.co.uk/products/hawthorn-berries?_pos=76&_sid=850c5f5b3&_ss=r,250g,£9.48,£9.48,2025-07-27T18:58:01.786287
HAWTHORN BERRIES,https://justingredients.co.uk/products/hawthorn-berries?_pos=76&_sid=850c5f5b3&_ss=r,500g,£16.74,£16.74,2025-07-27T18:58:01.813253
HAWTHORN BERRIES,https://justingredients.co.uk/products/hawthorn-berries?_pos=76&_sid=850c5f5b3&_ss=r,1kg,£29.32,£29.32,2025-07-27T18:58:01.837723
MARJORAM,https://justingredients.co.uk/products/marjoram?_pos=77&_sid=850c5f5b3&_ss=r,100g,£3.06,£2.30,2025-07-27T18:58:04.163454
MARJORAM,https://justingredients.co.uk/products/marjoram?_pos=77&_sid=850c5f5b3&_ss=r,250g,£4.33,£4.33,2025-07-27T18:58:04.187984
MARJORAM,https://justingredients.co.uk/products/marjoram?_pos=77&_sid=850c5f5b3&_ss=r,500g,£7.54,£7.54,2025-07-27T18:58:04.211935
MARJORAM,https://justingredients.co.uk/products/marjoram?_pos=77&_sid=850c5f5b3&_ss=r,1kg,£12.97,£12.97,2025-07-27T18:58:04.237406
NETTLE LEAVES,https://justingredients.co.uk/products/nettle-leaves?_pos=78&_sid=850c5f5b3&_ss=r,100g,£6.12,£4.59,2025-07-27T18:58:06.559699
NETTLE LEAVES,https://justingredients.co.uk/products/nettle-leaves?_pos=78&_sid=850c5f5b3&_ss=r,250g,£12.53,£12.53,2025-07-27T18:58:06.584879
NETTLE LEAVES,https://justingredients.co.uk/products/nettle-leaves?_pos=78&_sid=850c5f5b3&_ss=r,500g,£22.49,£22.49,2025-07-27T18:58:06.608399
NETTLE LEAVES,https://justingredients.co.uk/products/nettle-leaves?_pos=78&_sid=850c5f5b3&_ss=r,1kg,£40.04,£40.04,2025-07-27T18:58:06.634195
RED SAGE,https://justingredients.co.uk/products/red-sage?_pos=79&_sid=850c5f5b3&_ss=r,100g,£4.42,£3.32,2025-07-27T18:58:08.967131
RED SAGE,https://justingredients.co.uk/products/red-sage?_pos=79&_sid=850c5f5b3&_ss=r,250g,£8.93,£8.93,2025-07-27T18:58:08.995827
RED SAGE,https://justingredients.co.uk/products/red-sage?_pos=79&_sid=850c5f5b3&_ss=r,1kg,£28.15,£28.15,2025-07-27T18:58:09.020569
LEMON GRASS,https://justingredients.co.uk/products/lemon-grass?_pos=80&_sid=850c5f5b3&_ss=r,100g,£4.10,£3.08,2025-07-27T18:58:11.344954
LEMON GRASS,https://justingredients.co.uk/products/lemon-grass?_pos=80&_sid=850c5f5b3&_ss=r,250g,£7.96,£7.96,2025-07-27T18:58:11.370381
LEMON GRASS,https://justingredients.co.uk/products/lemon-grass?_pos=80&_sid=850c5f5b3&_ss=r,500g,£14.04,£14.04,2025-07-27T18:58:11.393784
LEMON GRASS,https://justingredients.co.uk/products/lemon-grass?_pos=80&_sid=850c5f5b3&_ss=r,1kg,£24.60,£24.60,2025-07-27T18:58:11.421049
RASPBERRY LEAVES (CLEANED),https://justingredients.co.uk/products/raspberry-leaves-cleaned?_pos=81&_sid=850c5f5b3&_ss=r,100g,£6.05,£4.54,2025-07-27T18:58:13.762427
